datetime,contractmonth,open,high,low,close,volume
2023-07-07 00:00:00+08:00,2312,66780.0,66780.0,66780.0,66780.0,3
2023-07-07 00:15:00+08:00,2312,66690.0,66700.0,66690.0,66700.0,4
2023-07-07 00:30:00+08:00,2312,66710.0,66710.0,66710.0,66710.0,1
2023-07-07 00:45:00+08:00,2312,66730.0,66780.0,66730.0,66740.0,11
2023-07-07 09:00:00+08:00,2312,66760.0,66860.0,66760.0,66820.0,27
2023-07-07 09:15:00+08:00,2312,66830.0,66840.0,66800.0,66810.0,14
2023-07-07 09:30:00+08:00,2312,66830.0,66940.0,66800.0,66910.0,53
2023-07-07 09:45:00+08:00,2312,66830.0,66850.0,66830.0,66850.0,8
2023-07-07 10:00:00+08:00,2312,66800.0,66800.0,66790.0,66790.0,5
2023-07-07 10:30:00+08:00,2312,66810.0,66850.0,66800.0,66800.0,6
2023-07-07 10:45:00+08:00,2312,66790.0,66790.0,66770.0,66780.0,20
2023-07-07 11:00:00+08:00,2312,66800.0,66860.0,66790.0,66860.0,26
2023-07-07 11:15:00+08:00,2312,66830.0,66850.0,66820.0,66820.0,23
2023-07-07 13:30:00+08:00,2312,66850.0,66950.0,66850.0,66910.0,139
2023-07-07 13:45:00+08:00,2312,66910.0,66910.0,66850.0,66870.0,89
2023-07-07 14:00:00+08:00,2312,66850.0,66850.0,66810.0,66830.0,16
2023-07-07 14:15:00+08:00,2312,66800.0,66800.0,66770.0,66770.0,3
2023-07-07 14:30:00+08:00,2312,66790.0,66800.0,66760.0,66790.0,13
2023-07-07 14:45:00+08:00,2312,66780.0,66800.0,66710.0,66710.0,61
2023-07-07 21:00:00+08:00,2312,66930.0,66970.0,66860.0,66940.0,82
2023-07-07 21:15:00+08:00,2312,66920.0,66920.0,66860.0,66860.0,31
2023-07-07 21:30:00+08:00,2312,66820.0,66950.0,66800.0,66910.0,92
2023-07-07 21:45:00+08:00,2312,66930.0,67040.0,66930.0,66970.0,75
2023-07-07 22:00:00+08:00,2312,66940.0,66940.0,66900.0,66930.0,12
2023-07-07 22:15:00+08:00,2312,67010.0,67010.0,66950.0,66950.0,4
2023-07-07 22:30:00+08:00,2312,67030.0,67090.0,67010.0,67050.0,86
2023-07-07 22:45:00+08:00,2312,67050.0,67060.0,66950.0,67030.0,46
2023-07-07 23:00:00+08:00,2312,67010.0,67010.0,67010.0,67010.0,1
2023-07-07 23:15:00+08:00,2312,67010.0,67010.0,67010.0,67010.0,5
2023-07-07 23:30:00+08:00,2312,67020.0,67060.0,67020.0,67030.0,8
2023-07-07 23:45:00+08:00,2312,67000.0,67000.0,67000.0,67000.0,1
2023-07-08 00:00:00+08:00,2312,67010.0,67010.0,67010.0,67010.0,2
2023-07-08 00:15:00+08:00,2312,66980.0,66980.0,66980.0,66980.0,5
